,MES_ANO,STATUS,ESTADO,TAMANHO_TEXTO
777,09/2022,Não respondida,MA,552
778,09/2022,Não respondida,PE,592
779,09/2022,Não respondida,PE,1330
780,09/2022,Não respondida,SP,727
781,09/2022,Não respondida,CE,743
782,09/2022,Não respondida,CE,409
783,09/2022,Não respondida,SP,686
784,09/2022,Não respondida,PA,382
785,09/2022,Não respondida,CE,423
786,09/2022,Não respondida,SP,723
787,09/2022,Respondida,PE,802
788,09/2022,Não respondida,SE,925
789,09/2022,Não respondida,CE,290
790,09/2022,Não respondida,GO,349
791,09/2022,Resolvido,CE,1607
792,09/2022,Não respondida,RN,1583
793,09/2022,Não respondida,CE,688
794,09/2022,Não respondida,PE,711
795,09/2022,Não respondida,CE,101
796,09/2022,Não respondida,CE,396
797,09/2022,Não respondida,PI,898
798,09/2022,Respondida,SP,691
799,09/2022,Não respondida,RN,517
800,09/2022,Não respondida,AL,331
801,09/2022,Não respondida,RN,259
802,09/2022,Não respondida,BA,1081
803,09/2022,Não respondida,GO,762
804,09/2022,Não respondida,CE,731
805,09/2022,Não respondida,PI,2280
806,09/2022,Não respondida,CE,319
807,09/2022,Não respondida,RN,87
808,09/2022,Não respondida,AM,1574
809,09/2022,Não respondida,PB,239
810,09/2022,Não respondida,PE,180
811,09/2022,Não respondida,RN,163
812,09/2022,Não respondida,MS,365
813,09/2022,Não respondida,PE,559
814,09/2022,Não respondida,AL,88
815,09/2022,Não respondida,MS,987
816,09/2022,Não respondida,MS,216
817,09/2022,Não respondida,GO,314
818,09/2022,Não respondida,BA,1527
819,09/2022,Não respondida,SP,593
820,09/2022,Respondida,CE,247
821,09/2022,Não respondida,PE,417
822,09/2022,Não respondida,BA,1134
823,09/2022,Não respondida,BA,469
824,09/2022,Não respondida,CE,566
825,09/2022,Não respondida,BA,949
826,09/2022,Não respondida,RN,535
827,09/2022,Não respondida,CE,648
828,09/2022,Não respondida,BA,701
829,09/2022,Não respondida,PE,147
830,09/2022,Não respondida,AM,592
831,09/2022,Não respondida,MT,299
832,09/2022,Não respondida,SP,375
833,09/2022,Não respondida,BA,2272
834,09/2022,Não respondida,CE,1194
835,09/2022,Não respondida,SP,1972
836,09/2022,Não respondida,CE,962
837,09/2022,Não respondida,GO,180
838,09/2022,Não respondida,GO,421
839,09/2022,Não respondida,CE,1873
840,09/2022,Não respondida,PE,1338
841,09/2022,Não respondida,RN,609
842,09/2022,Não respondida,PE,654
843,09/2022,Não respondida,PE,247
844,09/2022,Não respondida,DF,1312
845,09/2022,Não respondida,GO,694
846,09/2022,Não respondida,CE,389
847,09/2022,Não respondida,SP,2239
848,09/2022,Não respondida,CE,1166
849,09/2022,Não respondida,BA,200
850,09/2022,Não respondida,BA,623
851,09/2022,Não respondida,GO,314
852,09/2022,Não respondida,PE,353
853,09/2022,Não respondida,CE,1052
854,09/2022,Não respondida,SP,3126
855,09/2022,Não respondida,BA,1682
856,09/2022,Não respondida,BA,95
857,09/2022,Não respondida,AL,816
858,09/2022,Não respondida,BA,815
859,09/2022,Não respondida,BA,507
860,09/2022,Não respondida,SP,2579
861,09/2022,Não respondida,GO,533
862,09/2022,Não respondida,GO,712
863,09/2022,Não respondida,CE,381
864,09/2022,Não respondida,MA,325
865,09/2022,Não respondida,SP,578
866,09/2022,Não respondida,GO,704
867,09/2022,Não respondida,BA,579
868,09/2022,Não respondida,RN,221
869,09/2022,Não respondida,RN,148
870,09/2022,Não respondida,SP,294
871,09/2022,Não respondida,SP,902
872,09/2022,Não respondida,CE,1237
873,09/2022,Não respondida,RN,587
874,09/2022,Não respondida,RN,390
875,09/2022,Não respondida,PE,716
876,09/2022,Não respondida,GO,977
877,09/2022,Não respondida,CE,715
878,09/2022,Não respondida,RN,395
879,09/2022,Não respondida,PA,1254
880,09/2022,Não respondida,MS,534
881,09/2022,Não respondida,RN,278
882,09/2022,Não respondida,SP,193
883,09/2022,Não respondida,RN,594
884,09/2022,Não respondida,BA,662
885,09/2022,Não respondida,SP,886
886,09/2022,Não respondida,PI,261
887,09/2022,Não respondida,RN,512
888,09/2022,Não respondida,CE,619
889,09/2022,Não respondida,GO,1001
890,09/2022,Não respondida,CE,704
891,09/2022,Não respondida,SP,1255
892,09/2022,Não respondida,BA,335
893,09/2022,Não respondida,CE,597
894,09/2022,Não respondida,SE,768
895,09/2022,Não respondida,CE,278
896,09/2022,Não respondida,PE,936
897,09/2022,Não respondida,RN,1028
898,09/2022,Não respondida,PB,282
899,09/2022,Não respondida,GO,252
900,09/2022,Não respondida,BA,652
901,09/2022,Não respondida,SP,477
902,09/2022,Não respondida,BA,817
903,09/2022,Não respondida,AM,363
904,09/2022,Não respondida,SE,193
905,09/2022,Não respondida,BA,318
906,09/2022,Não respondida,BA,347
907,09/2022,Não respondida,GO,307
908,10/2022,Não respondida,PE,311
909,10/2022,Não respondida,CE,788
910,10/2022,Não respondida,SP,294
911,10/2022,Não respondida,CE,125
912,10/2022,Não respondida,CE,196
913,10/2022,Não respondida,PE,1665
914,10/2022,Não respondida,RN,1050
915,10/2022,Não respondida,AL,464
916,10/2022,Não respondida,SP,483
917,10/2022,Não respondida,CE,301
918,10/2022,Não respondida,PB,541
919,10/2022,Respondida,SE,473
920,10/2022,Não respondida,CE,2072
921,10/2022,Não respondida,CE,714
922,10/2022,Não respondida,SP,859
923,10/2022,Não respondida,PE,1260
924,10/2022,Não respondida,BA,2430
925,10/2022,Não respondida,BA,1150
926,10/2022,Não respondida,CE,166
927,10/2022,Não respondida,SP,690
928,10/2022,Não respondida,GO,887
929,10/2022,Não respondida,PE,432
930,10/2022,Não respondida,BA,615
931,10/2022,Não respondida,GO,329
932,11/2022,Não respondida,PE,749
933,11/2022,Não respondida,GO,354
934,11/2022,Não respondida,CE,1564
935,11/2022,Não respondida,CE,475
936,11/2022,Respondida,CE,1283
937,11/2022,Não respondida,AM,128
938,11/2022,Não respondida,RS,472
939,11/2022,Respondida,BA,392
940,11/2022,Não respondida,DF,442
941,11/2022,Não respondida,PE,382
942,11/2022,Não respondida,PE,1419
943,11/2022,Não respondida,SP,618
944,11/2022,Respondida,CE,925
945,12/2022,Não respondida,CE,846
946,12/2022,Não respondida,DF,1093
947,12/2022,Não respondida,BA,310
948,12/2022,Não respondida,AM,854
949,12/2022,Não respondida,MT,1007
950,12/2022,Não respondida,BA,517
951,12/2022,Não respondida,PE,913
952,12/2022,Não respondida,BA,415
953,12/2022,Não respondida,PE,743
954,12/2022,Não respondida,RN,318
955,12/2022,Não respondida,PE,1356
956,12/2022,Não respondida,BA,372
957,12/2022,Não respondida,MA,1231
958,12/2022,Não respondida,CE,1081
959,12/2022,Não respondida,BA,554
960,12/2022,Não respondida,BA,389
961,12/2022,Não respondida,DF,941
962,12/2022,Não respondida,PB,2645
963,12/2022,Não respondida,GO,92
964,12/2022,Não respondida,CE,952
965,12/2022,Não respondida,CE,16
966,12/2022,Não respondida,CE,431
967,12/2022,Não respondida,PE,131
968,12/2022,Não respondida,CE,507
969,12/2022,Não respondida,GO,1308
970,12/2022,Não respondida,CE,407
971,12/2022,Não respondida,PE,889
972,12/2022,Não respondida,BA,740
973,12/2022,Não respondida,BA,287
974,12/2022,Respondida,CE,544
975,12/2022,Não respondida,CE,191
976,12/2022,Não respondida,BA,196
977,12/2022,Não respondida,SP,160
978,12/2022,Não respondida,PE,251
979,12/2022,Não respondida,SP,776
980,12/2022,Não respondida,SP,1122
981,12/2022,Não respondida,PB,1021
982,12/2022,Não respondida,BA,856
983,12/2022,Não respondida,SP,1897
984,12/2022,Não respondida,MA,839
985,12/2022,Não respondida,GO,281
986,12/2022,Não respondida,SP,1522
987,12/2022,Não respondida,CE,902
988,12/2022,Não respondida,BA,235
989,12/2022,Não respondida,CE,357
990,12/2022,Não respondida,RN,270
991,12/2022,Não respondida,CE,322
992,12/2022,Não respondida,BA,592
993,12/2022,Não respondida,SP,891
994,12/2022,Respondida,PE,384
995,12/2022,Não respondida,PE,221
996,12/2022,Não respondida,CE,370
997,12/2022,Não respondida,BA,395
998,12/2022,Não respondida,SP,679
999,12/2022,Não respondida,PB,836
1000,12/2022,Não respondida,BA,1276
1001,12/2022,Respondida,PA,127
1002,12/2022,Não respondida,GO,245
1003,12/2022,Não respondida,PE,554
1004,12/2022,Respondida,PE,431
1005,12/2022,Não respondida,CE,713
1006,12/2022,Não respondida,SP,319
1007,12/2022,Não respondida,CE,560
1008,12/2022,Não respondida,GO,1753
1009,12/2022,Não respondida,PE,570
1010,12/2022,Não respondida,SP,828
1011,12/2022,Não respondida,GO,721
1012,12/2022,Resolvido,CE,775
1013,12/2022,Respondida,PE,777
1014,12/2022,Não respondida,RN,590
1015,12/2022,Não respondida,PE,839
