,MES_ANO,STATUS,ESTADO,TAMANHO_TEXTO
0,01/2017,Não resolvido,CE,1229
1,01/2017,Resolvido,PE,582
2,01/2017,Respondida,BA,1389
3,01/2017,Respondida,PE,2300
4,01/2017,Não resolvido,BA,1348
5,02/2017,Não resolvido,BA,1573
6,02/2017,Respondida,RN,1311
7,02/2017,Resolvido,BA,540
8,02/2017,Respondida,PE,686
9,02/2017,Resolvido,PE,841
10,03/2017,Respondida,PE,2644
11,03/2017,Em réplica,PE,733
12,03/2017,Não resolvido,CE,1454
13,03/2017,Respondida,SE,855
14,03/2017,Respondida,CE,515
15,03/2017,Não resolvido,CE,3255
16,03/2017,Em réplica,CE,2470
17,03/2017,Respondida,PE,871
18,03/2017,Respondida,CE,249
19,03/2017,Respondida,PE,2119
20,03/2017,Respondida,PE,863
21,03/2017,Respondida,PE,697
22,03/2017,Não resolvido,PE,3329
23,03/2017,Respondida,BA,2030
24,03/2017,Respondida,PE,674
25,04/2017,Respondida,PE,294
26,04/2017,Não resolvido,CE,622
27,04/2017,Resolvido,BA,881
28,04/2017,Respondida,SE,3913
29,04/2017,Respondida,SP,1748
30,04/2017,Respondida,CE,381
31,04/2017,Respondida,CE,2133
32,04/2017,Em réplica,CE,2746
33,04/2017,Em réplica,BA,1514
34,04/2017,Resolvido,PE,1546
35,04/2017,Em réplica,BA,888
36,04/2017,Respondida,RN,1133
37,04/2017,Respondida,PE,165
38,04/2017,Resolvido,SE,518
39,04/2017,Respondida,PE,1368
40,04/2017,Respondida,BA,645
41,04/2017,Respondida,PE,1185
42,04/2017,Não resolvido,PE,1244
43,05/2017,Respondida,BA,445
44,05/2017,Não resolvido,CE,4572
45,05/2017,Respondida,PE,890
46,05/2017,Respondida,PE,725
47,05/2017,Em réplica,CE,1422
48,05/2017,Não resolvido,PE,711
49,05/2017,Respondida,BA,1165
50,05/2017,Respondida,SE,1325
51,05/2017,Em réplica,PB,634
52,05/2017,Respondida,PE,768
53,05/2017,Resolvido,PE,1761
54,05/2017,Resolvido,PE,112
55,05/2017,Em réplica,BA,1962
56,05/2017,Respondida,RN,996
57,06/2017,Respondida,SE,486
58,06/2017,Respondida,PE,2529
59,06/2017,Não resolvido,BA,1551
60,06/2017,Respondida,PE,578
61,06/2017,Resolvido,PE,583
62,06/2017,Resolvido,CE,661
63,06/2017,Respondida,PE,1338
64,06/2017,Respondida,PE,177
65,06/2017,Em réplica,SE,968
66,06/2017,Respondida,PE,2379
67,06/2017,Respondida,PE,238
68,06/2017,Não resolvido,SE,1029
69,07/2017,Resolvido,PE,663
70,07/2017,Em réplica,BA,944
71,07/2017,Não resolvido,SE,4394
72,07/2017,Respondida,PE,3367
73,07/2017,Não resolvido,PE,1537
74,07/2017,Respondida,CE,1341
75,07/2017,Respondida,BA,1447
76,07/2017,Respondida,BA,877
77,07/2017,Resolvido,CE,693
78,07/2017,Não resolvido,BA,466
79,07/2017,Resolvido,PE,1940
80,07/2017,Não resolvido,PE,604
81,07/2017,Resolvido,PE,1285
82,07/2017,Respondida,RN,899
83,07/2017,Resolvido,SP,601
84,07/2017,Respondida,CE,571
85,08/2017,Em réplica,PE,836
86,08/2017,Resolvido,PE,438
87,08/2017,Em réplica,PB,1202
88,08/2017,Respondida,PE,2559
89,08/2017,Não resolvido,PB,739
90,08/2017,Respondida,CE,619
91,08/2017,Resolvido,PE,1013
92,08/2017,Resolvido,MG,1234
93,08/2017,Não resolvido,CE,556
94,08/2017,Resolvido,SE,1172
95,08/2017,Respondida,CE,368
96,08/2017,Resolvido,PE,1923
97,08/2017,Respondida,CE,382
98,08/2017,Não resolvido,CE,2149
99,08/2017,Não resolvido,RJ,1067
100,08/2017,Resolvido,PE,1022
101,08/2017,Em réplica,CE,191
102,08/2017,Não resolvido,RJ,1161
103,08/2017,Respondida,BA,1261
104,08/2017,Respondida,PE,680
105,08/2017,Respondida,PE,953
106,08/2017,Respondida,PE,288
107,09/2017,Não resolvido,CE,1869
108,09/2017,Resolvido,PE,1123
109,09/2017,Respondida,CE,1019
110,09/2017,Respondida,BA,1546
111,09/2017,Resolvido,PE,555
112,09/2017,Respondida,PE,1277
113,09/2017,Respondida,PE,348
114,09/2017,Resolvido,PE,1181
115,09/2017,Em réplica,SE,693
116,09/2017,Em réplica,BA,633
117,09/2017,Não resolvido,PE,550
118,09/2017,Respondida,PE,291
119,09/2017,Não resolvido,BA,1620
120,10/2017,Respondida,MA,659
121,10/2017,Respondida,MA,659
122,10/2017,Resolvido,RN,112
123,10/2017,Respondida,PE,876
124,10/2017,Resolvido,CE,1963
125,10/2017,Não resolvido,PE,1731
126,10/2017,Resolvido,CE,714
127,10/2017,Resolvido,CE,1057
128,10/2017,Respondida,RN,2376
129,10/2017,Resolvido,BA,600
130,10/2017,Resolvido,PE,381
131,10/2017,Não resolvido,CE,2906
132,10/2017,Respondida,PB,1632
133,11/2017,Respondida,PE,214
134,11/2017,Respondida,PE,631
135,11/2017,Respondida,BA,406
136,11/2017,Não resolvido,SP,1166
137,11/2017,Respondida,BA,2188
138,11/2017,Respondida,PE,351
139,11/2017,Respondida,BA,277
140,11/2017,Respondida,PE,1149
141,11/2017,Não resolvido,PB,1020
142,11/2017,Respondida,PE,331
143,11/2017,Em réplica,CE,228
144,11/2017,Resolvido,PB,1567
145,11/2017,Não resolvido,PE,825
146,11/2017,Respondida,SE,1523
147,11/2017,Respondida,PE,1068
148,11/2017,Não resolvido,PE,420
149,11/2017,Não resolvido,PE,2095
150,11/2017,Em réplica,PE,1022
151,11/2017,Resolvido,PE,307
152,11/2017,Respondida,RN,163
153,12/2017,Respondida,BA,2415
154,12/2017,Respondida,CE,2986
155,12/2017,Não resolvido,CE,692
156,12/2017,Em réplica,BA,2118
157,12/2017,Respondida,CE,942
158,12/2017,Respondida,BA,1170
159,12/2017,Respondida,SE,1013
160,12/2017,Resolvido,CE,1444
161,12/2017,Respondida,PE,441
162,12/2017,Não resolvido,PE,1457
163,12/2017,Respondida,PE,1156
164,12/2017,Respondida,BA,1243
165,12/2017,Respondida,BA,706
166,12/2017,Não resolvido,CE,1435
167,12/2017,Em réplica,CE,738
168,12/2017,Resolvido,PE,1704
169,12/2017,Respondida,PE,618
170,12/2017,Não resolvido,SE,1875
171,12/2017,Não resolvido,PE,504
172,12/2017,Respondida,PE,467
173,12/2017,Respondida,PE,143
174,12/2017,Em réplica,BA,791
175,12/2017,Respondida,PE,887
176,12/2017,Respondida,RN,1076
177,12/2017,Respondida,PE,1012
178,12/2017,Respondida,PE,474
179,12/2017,Não resolvido,PE,659
180,01/2018,Resolvido,PE,407
181,01/2018,Respondida,PB,1909
182,01/2018,Não resolvido,PE,546
183,01/2018,Respondida,SP,333
184,01/2018,Respondida,CE,988
185,01/2018,Respondida,BA,401
186,01/2018,Não resolvido,BA,346
187,01/2018,Em réplica,BA,406
188,01/2018,Resolvido,PE,1246
189,01/2018,Respondida,SE,738
190,02/2018,Em réplica,CE,1115
191,02/2018,Não resolvido,PE,3076
192,02/2018,Resolvido,SE,882
193,02/2018,Resolvido,CE,405
194,02/2018,Não resolvido,PE,534
195,02/2018,Não resolvido,PE,7236
196,02/2018,Não resolvido,PE,2107
197,02/2018,Em réplica,BA,2216
198,02/2018,Em réplica,PE,245
199,02/2018,Em réplica,CE,1115
200,02/2018,Respondida,PE,1360
201,02/2018,Resolvido,BA,473
202,02/2018,Respondida,PE,1308
203,03/2018,Respondida,SE,3054
204,03/2018,Respondida,PE,1377
205,03/2018,Resolvido,PE,614
206,03/2018,Respondida,CE,431
207,03/2018,Em réplica,CE,336
208,03/2018,Respondida,PB,1888
209,03/2018,Respondida,BA,280
210,03/2018,Respondida,PE,652
211,03/2018,Respondida,PA,1352
212,03/2018,Respondida,BA,1385
213,03/2018,Não resolvido,PE,3808
214,03/2018,Respondida,BA,877
215,03/2018,Resolvido,PE,408
216,03/2018,Resolvido,PE,550
217,03/2018,Respondida,CE,431
218,03/2018,Em réplica,BA,1158
219,04/2018,Respondida,PE,683
220,04/2018,Resolvido,CE,426
221,04/2018,Não resolvido,PB,1839
222,04/2018,Respondida,CE,333
223,04/2018,Resolvido,PE,2248
224,04/2018,Respondida,PE,766
225,04/2018,Respondida,PE,580
226,04/2018,Em réplica,MA,373
227,04/2018,Não resolvido,SC,1796
228,04/2018,Não resolvido,CE,1864
229,04/2018,Respondida,PE,1759
230,05/2018,Respondida,CE,875
231,05/2018,Respondida,PE,653
232,05/2018,Não resolvido,PE,1463
233,05/2018,Resolvido,PE,1227
234,05/2018,Resolvido,PE,3696
235,05/2018,Em réplica,CE,1690
236,05/2018,Não resolvido,PE,2357
237,05/2018,Em réplica,BA,2906
238,05/2018,Respondida,PE,168
239,05/2018,Não resolvido,PI,889
240,05/2018,Em réplica,BA,1377
241,05/2018,Respondida,PE,1843
242,06/2018,Respondida,PE,3120
243,06/2018,Respondida,PB,1309
