,MES_ANO,STATUS,ESTADO,TAMANHO_TEXTO
950,05/2022,Resolvido,SP,3051
951,05/2022,Em réplica,PI,2161
952,05/2022,Respondida,CE,1088
953,05/2022,Resolvido,CE,4367
954,05/2022,Resolvido,RN,2364
955,06/2022,Respondida,CE,348
956,06/2022,Resolvido,CE,1771
957,06/2022,Resolvido,CE,516
958,06/2022,Resolvido,PB,1363
959,06/2022,Respondida,BA,1929
960,06/2022,Resolvido,CE,1143
961,06/2022,Não respondida,PI,748
962,06/2022,Não resolvido,CE,680
963,06/2022,Resolvido,CE,798
964,06/2022,Resolvido,PE,658
965,06/2022,Resolvido,PA,2359
966,06/2022,Respondida,CE,763
967,06/2022,Respondida,PE,545
968,06/2022,Respondida,CE,523
969,06/2022,Respondida,CE,515
970,07/2022,Resolvido,RN,547
971,07/2022,Não resolvido,CE,952
972,07/2022,Resolvido,CE,603
973,07/2022,Resolvido,CE,1040
974,07/2022,Respondida,CE,852
975,07/2022,Resolvido,CE,868
976,07/2022,Resolvido,CE,762
977,07/2022,Resolvido,PB,966
978,08/2022,Em réplica,PE,523
979,08/2022,Resolvido,CE,211
980,08/2022,Resolvido,PE,496
981,08/2022,Não respondida,CE,3351
982,08/2022,Não respondida,PE,123
983,08/2022,Respondida,CE,545
984,08/2022,Respondida,CE,494
985,08/2022,Respondida,CE,1444
986,08/2022,Respondida,CE,614
987,08/2022,Resolvido,CE,475
988,08/2022,Resolvido,CE,1025
989,08/2022,Respondida,PE,1498
990,08/2022,Resolvido,CE,752
991,08/2022,Em réplica,CE,3243
992,08/2022,Respondida,SP,129
993,09/2022,Resolvido,PE,1124
994,09/2022,Respondida,MA,545
995,09/2022,Resolvido,PE,746
996,10/2022,Respondida,CE,1440
997,11/2022,Resolvido,PA,919
998,12/2022,Resolvido,RN,206
999,12/2022,Respondida,CE,771
